002j46ys51v07dcn7mhksu7sl,8356873,6078259,2000-06-01,"Brady et al.",A,US,"cited by applicant",14
002jkln0s0r4g7v0pftu2qcmc,7803604,6136778,2000-10-01,Kamiya,A,US,"cited by other",67
002jmvro5k7863njr7t4ecpme,7333669,6097471,2000-08-01,"Buhr et al.",A,US,"cited by other",16
002k32hnf95ea5n6of34m8a57,7768623,6099672,2000-08-01,"Yamazaki et al.",A,US,"cited by examiner",1
002kdru6l8h4c6lqoihrju20l,6994429,6083762,2000-07-01,"Papen et al.",A,US,"cited by examiner",5
002kefo0099jgk7h8x3zg4vcl,6278060,6015952,2000-01-01,Mori,NULL,US,NULL,9
002kpcaw3antg6wl1fho89vw0,9522207,6134718,2000-10-01,Sesselmann,A,US,"cited by applicant",85
002m9070j2l0wvjespssfso54,8574577,6132992,2000-10-01,"Ledbetter et al.",A,US,"cited by applicant",13
002ml5i1zmwtqlj6bmb4xm5b0,8825549,6047268,2000-04-01,"Bartoli et al.",A,US,"cited by applicant",105
002mlrwokbgrbk9ayep4qjcsl,6816767,6018980,2000-02-01,"Kimura et al.",A,US,"cited by other",6
